"x_dim" "y_dim" "radius" "dist_fnc" "neighbor_fnc" "toroidal"
"455" "7" "3" "5.36642113761153" "sumofsquares" "bubble" "0"
"456" "6" "3" "2.64575131106459" "euclidean" "gaussian" "0"
"457" "5" "3" "3" "manhattan" "bubble" "0"
"458" "6" "3" "3" "sumofsquares" "bubble" "0"
"459" "7" "4" "3" "sumofsquares" "bubble" "1"
"460" "5" "2" "1" "sumofsquares" "bubble" "1"
"461" "3" "2" "1" "manhattan" "gaussian" "0"
"462" "4" "2" "1" "sumofsquares" "gaussian" "0"
"463" "7" "3" "6" "euclidean" "gaussian" "1"
"464" "6" "3" "1" "euclidean" "gaussian" "0"
"465" "4" "2" "2.64575131106459" "manhattan" "bubble" "1"
"466" "5" "2" "3" "euclidean" "gaussian" "1"
"467" "6" "3" "0" "euclidean" "bubble" "1"
"468" "6" "3" "4.35889894354067" "manhattan" "bubble" "1"
"469" "3" "2" "1.73205080756888" "manhattan" "gaussian" "0"
"470" "5" "3" "3.46410161513775" "euclidean" "gaussian" "0"
"471" "5" "3" "1.73205080756888" "euclidean" "gaussian" "1"
"472" "6" "3" "5.44359073805376" "manhattan" "gaussian" "1"
"473" "4" "2" "3.56072208809914" "sumofsquares" "gaussian" "1"
"474" "6" "3" "1" "manhattan" "bubble" "0"
"475" "3" "1" "1" "sumofsquares" "gaussian" "0"
"476" "6" "3" "1" "euclidean" "gaussian" "0"
"477" "6" "3" "3.80731862415427" "manhattan" "bubble" "1"
"478" "3" "2" "0" "sumofsquares" "gaussian" "1"
"479" "7" "4" "6" "sumofsquares" "gaussian" "1"
"480" "5" "3" "2" "manhattan" "gaussian" "1"
"481" "5" "3" "2" "euclidean" "bubble" "0"
"482" "6" "3" "2" "manhattan" "gaussian" "1"
"483" "5" "3" "2" "euclidean" "gaussian" "0"
"484" "5" "3" "1" "sumofsquares" "bubble" "1"
"485" "4" "2" "0" "sumofsquares" "gaussian" "1"
"486" "6" "3" "1" "sumofsquares" "gaussian" "0"
"487" "5" "3" "2.64575131106459" "sumofsquares" "bubble" "1"
"488" "5" "3" "1.73205080756888" "sumofsquares" "bubble" "0"
"489" "6" "3" "2.64575131106459" "manhattan" "bubble" "0"
"490" "6" "3" "2" "sumofsquares" "gaussian" "1"
"491" "5" "3" "2" "manhattan" "gaussian" "1"
"492" "6" "3" "1" "sumofsquares" "bubble" "1"
"493" "5" "3" "1.73205080756888" "manhattan" "gaussian" "0"
"494" "6" "3" "1" "manhattan" "gaussian" "1"
"495" "7" "4" "5.29150262212918" "manhattan" "gaussian" "1"
"496" "6" "3" "1.73205080756888" "manhattan" "gaussian" "0"
"497" "6" "3" "3" "sumofsquares" "gaussian" "0"
"498" "4" "2" "1.73205080756888" "manhattan" "bubble" "0"
"499" "3" "1" "1" "sumofsquares" "gaussian" "1"
"500" "3" "2" "1.73205080756888" "sumofsquares" "gaussian" "0"
"501" "6" "3" "2.64575131106459" "sumofsquares" "bubble" "0"
"502" "6" "3" "3.46410161513775" "euclidean" "gaussian" "1"
"503" "4" "2" "2" "manhattan" "gaussian" "1"
"504" "5" "2" "2.64575131106459" "euclidean" "gaussian" "0"
"505" "7" "4" "2.64575131106459" "manhattan" "gaussian" "0"
"506" "6" "3" "1.73205080756888" "euclidean" "gaussian" "1"
"507" "4" "2" "2.64575131106459" "euclidean" "gaussian" "0"
"508" "4" "2" "2.64575131106459" "sumofsquares" "gaussian" "0"
"509" "7" "4" "3" "sumofsquares" "gaussian" "0"
"510" "6" "3" "2.64575131106459" "manhattan" "bubble" "0"
"511" "6" "3" "2.64575131106459" "sumofsquares" "gaussian" "1"
"512" "6" "3" "4.36991715777217" "manhattan" "bubble" "1"
"513" "5" "2" "3.60555127546399" "euclidean" "gaussian" "1"
"514" "5" "3" "3.1704415269844" "manhattan" "bubble" "1"
"515" "5" "3" "1" "manhattan" "gaussian" "1"
"516" "7" "4" "3.60555127546399" "manhattan" "bubble" "1"
"517" "4" "2" "1.73205080756888" "manhattan" "bubble" "0"
"518" "6" "3" "0" "manhattan" "gaussian" "0"
"519" "4" "2" "1" "euclidean" "gaussian" "0"
"520" "6" "3" "3.60555127546399" "euclidean" "gaussian" "0"
"521" "6" "3" "0" "sumofsquares" "gaussian" "0"
"522" "3" "1" "0" "manhattan" "gaussian" "0"
"523" "5" "3" "0" "sumofsquares" "gaussian" "1"
"524" "5" "3" "3.46410161513775" "manhattan" "gaussian" "1"
"525" "6" "3" "2.64575131106459" "euclidean" "gaussian" "0"
"526" "6" "3" "1" "sumofsquares" "gaussian" "0"
"527" "4" "2" "1" "manhattan" "gaussian" "0"
"528" "5" "3" "3" "sumofsquares" "gaussian" "0"
"529" "6" "3" "2.64575131106459" "manhattan" "bubble" "0"
"530" "5" "2" "1" "sumofsquares" "gaussian" "0"
"531" "7" "3" "4.58257569495584" "manhattan" "bubble" "1"
"532" "7" "4" "3.46410161513775" "sumofsquares" "bubble" "0"
"533" "3" "2" "2" "manhattan" "gaussian" "0"
"534" "6" "3" "1.73205080756888" "euclidean" "bubble" "1"
"535" "6" "3" "3" "euclidean" "gaussian" "1"
"536" "6" "3" "1" "manhattan" "bubble" "0"
"537" "6" "3" "4.35889894354067" "euclidean" "gaussian" "0"
"538" "4" "2" "2" "euclidean" "gaussian" "0"
"539" "6" "3" "2.64575131106459" "manhattan" "gaussian" "0"
"540" "6" "3" "3.46410161513775" "sumofsquares" "bubble" "1"
"541" "5" "3" "4" "sumofsquares" "gaussian" "1"
"542" "5" "3" "1" "sumofsquares" "gaussian" "0"
"543" "4" "2" "0.091455802321434" "sumofsquares" "gaussian" "1"
"544" "7" "4" "4.58257569495584" "sumofsquares" "gaussian" "0"
"545" "7" "4" "1" "manhattan" "bubble" "0"
"546" "5" "3" "0" "manhattan" "gaussian" "0"
"547" "3" "2" "2.64575131106459" "sumofsquares" "bubble" "1"
"548" "4" "2" "2" "manhattan" "bubble" "1"
"549" "5" "2" "0" "euclidean" "gaussian" "1"
"550" "3" "2" "1" "euclidean" "gaussian" "1"
"551" "4" "2" "2.71838125137742" "manhattan" "gaussian" "1"
"552" "6" "3" "1.73205080756888" "manhattan" "gaussian" "1"
"553" "7" "4" "5.19615242270663" "sumofsquares" "gaussian" "1"
"554" "4" "2" "2" "sumofsquares" "gaussian" "1"
"555" "5" "3" "1.73205080756888" "euclidean" "gaussian" "0"
"556" "5" "2" "1" "manhattan" "bubble" "0"
"557" "4" "2" "1" "manhattan" "gaussian" "0"
"558" "6" "3" "4.58257569495584" "manhattan" "gaussian" "1"
"559" "5" "2" "2.64575131106459" "manhattan" "gaussian" "0"
"560" "6" "3" "1.73205080756888" "manhattan" "gaussian" "1"
"561" "5" "3" "3" "euclidean" "bubble" "0"
"562" "3" "2" "1" "euclidean" "gaussian" "1"
"563" "6" "3" "2" "euclidean" "bubble" "0"
"564" "7" "4" "3" "sumofsquares" "bubble" "1"
"565" "3" "2" "1.73205080756888" "sumofsquares" "bubble" "1"
"566" "4" "2" "0" "manhattan" "bubble" "0"
"567" "3" "2" "1" "manhattan" "bubble" "1"
"568" "6" "3" "1.73205080756888" "manhattan" "gaussian" "0"
"569" "7" "4" "1.73205080756888" "sumofsquares" "bubble" "0"
"570" "4" "2" "3" "manhattan" "bubble" "0"
"571" "6" "3" "2.64575131106459" "sumofsquares" "gaussian" "1"
"572" "6" "3" "1" "euclidean" "gaussian" "0"
"573" "6" "3" "1" "sumofsquares" "bubble" "1"
"574" "4" "2" "1.73205080756888" "manhattan" "bubble" "0"
"575" "7" "4" "5.56776436283002" "sumofsquares" "bubble" "0"
"576" "4" "2" "1.73205080756888" "euclidean" "bubble" "1"
"577" "5" "3" "1.73205080756888" "sumofsquares" "gaussian" "0"
"578" "5" "3" "2" "sumofsquares" "bubble" "0"
"579" "5" "3" "2.64575131106459" "euclidean" "gaussian" "1"
"580" "6" "3" "2.64575131106459" "sumofsquares" "bubble" "0"
"581" "4" "2" "1.73205080756888" "euclidean" "gaussian" "1"
"582" "6" "3" "4" "sumofsquares" "bubble" "1"
"583" "5" "3" "2.64575131106459" "euclidean" "gaussian" "1"
"584" "7" "4" "4.35889894354067" "manhattan" "gaussian" "1"
"585" "7" "3" "1" "manhattan" "bubble" "0"
"586" "6" "3" "2" "manhattan" "bubble" "0"
"587" "6" "3" "0" "sumofsquares" "gaussian" "0"
"588" "7" "3" "3.60555127546399" "manhattan" "gaussian" "0"
"589" "5" "3" "2" "manhattan" "gaussian" "0"
"590" "6" "3" "3.60555127546399" "manhattan" "bubble" "0"
"591" "6" "3" "2.64575131106459" "sumofsquares" "gaussian" "0"
"592" "6" "3" "2" "sumofsquares" "gaussian" "0"
"593" "4" "2" "1" "euclidean" "gaussian" "0"
"594" "6" "3" "0" "euclidean" "gaussian" "0"
"595" "4" "2" "1.73205080756888" "sumofsquares" "gaussian" "1"
"596" "3" "2" "0.468142926692963" "sumofsquares" "gaussian" "1"
"597" "3" "2" "0" "manhattan" "bubble" "0"
"598" "6" "3" "1.73205080756888" "euclidean" "bubble" "0"
"599" "6" "3" "4" "euclidean" "gaussian" "0"
"600" "6" "3" "2.64575131106459" "sumofsquares" "gaussian" "1"
"601" "5" "3" "1" "manhattan" "gaussian" "1"
"602" "6" "3" "2" "euclidean" "bubble" "1"
"603" "7" "4" "2" "manhattan" "gaussian" "1"
"604" "4" "2" "0" "sumofsquares" "bubble" "0"
"605" "7" "3" "3" "manhattan" "gaussian" "0"
"606" "6" "3" "2.64575131106459" "euclidean" "gaussian" "1"
"607" "4" "2" "1" "euclidean" "gaussian" "0"
"608" "6" "3" "2" "manhattan" "bubble" "1"
"609" "6" "3" "3" "sumofsquares" "gaussian" "0"
"610" "6" "3" "2" "sumofsquares" "bubble" "1"
"611" "5" "3" "1" "manhattan" "gaussian" "1"
"612" "7" "4" "3.46410161513775" "manhattan" "gaussian" "0"
"613" "3" "2" "1.43348527442285" "euclidean" "gaussian" "1"
"614" "4" "2" "0" "sumofsquares" "bubble" "1"
"615" "6" "3" "4" "euclidean" "bubble" "1"
"616" "4" "2" "1" "manhattan" "gaussian" "1"
"617" "6" "3" "1" "manhattan" "bubble" "0"
"618" "5" "3" "1" "sumofsquares" "gaussian" "0"
"619" "5" "3" "1" "euclidean" "bubble" "1"
"620" "4" "2" "0" "sumofsquares" "bubble" "1"
"621" "5" "2" "1" "manhattan" "gaussian" "0"
"622" "6" "3" "2.64575131106459" "manhattan" "gaussian" "1"
"623" "6" "3" "2.64575131106459" "manhattan" "bubble" "1"
"624" "3" "2" "0" "sumofsquares" "bubble" "0"
"625" "6" "3" "1" "euclidean" "gaussian" "0"
"626" "4" "2" "1.73205080756888" "sumofsquares" "gaussian" "1"
"627" "3" "2" "2.09258804566478" "euclidean" "gaussian" "1"
"628" "5" "3" "0" "manhattan" "bubble" "1"
"629" "4" "2" "2" "manhattan" "gaussian" "0"
"630" "5" "2" "2" "euclidean" "gaussian" "1"
"631" "3" "2" "1" "sumofsquares" "bubble" "0"
"632" "4" "2" "1.73205080756888" "sumofsquares" "gaussian" "0"
"633" "4" "2" "1" "manhattan" "bubble" "1"
"634" "3" "2" "0" "manhattan" "bubble" "0"
"635" "6" "3" "4" "euclidean" "bubble" "1"
"636" "6" "3" "3.46410161513775" "manhattan" "bubble" "1"
"637" "4" "2" "2.64575131106459" "manhattan" "gaussian" "1"
"638" "4" "2" "1" "sumofsquares" "gaussian" "0"
"639" "7" "4" "3.60555127546399" "manhattan" "bubble" "0"
"640" "6" "3" "3.46410161513775" "sumofsquares" "bubble" "1"
"641" "7" "4" "1" "manhattan" "gaussian" "1"
"642" "5" "2" "1.73205080756888" "sumofsquares" "bubble" "0"
"643" "6" "3" "3.60555127546399" "manhattan" "gaussian" "1"
"644" "6" "3" "4.58257569495584" "manhattan" "bubble" "1"
"645" "4" "2" "3" "euclidean" "bubble" "1"
"646" "6" "3" "2" "sumofsquares" "gaussian" "1"
"647" "4" "2" "1" "manhattan" "bubble" "1"
"648" "5" "3" "3.46410161513775" "manhattan" "gaussian" "1"
"649" "6" "3" "1.73205080756888" "sumofsquares" "gaussian" "0"
"650" "6" "3" "1.73205080756888" "manhattan" "gaussian" "0"
"651" "7" "4" "6.2449979983984" "sumofsquares" "gaussian" "1"
"652" "5" "3" "2" "sumofsquares" "gaussian" "0"
"653" "6" "3" "1.73205080756888" "sumofsquares" "bubble" "0"
"654" "5" "3" "2" "euclidean" "gaussian" "0"
"655" "5" "3" "2.64575131106459" "euclidean" "gaussian" "0"
"656" "5" "3" "1" "euclidean" "gaussian" "1"
"657" "5" "3" "1.73205080756888" "manhattan" "gaussian" "1"
"658" "4" "2" "3" "euclidean" "bubble" "1"
"659" "6" "3" "2" "manhattan" "gaussian" "0"
"660" "6" "3" "1" "euclidean" "bubble" "0"
"661" "4" "2" "1.73205080756888" "manhattan" "bubble" "1"
"662" "4" "2" "0" "euclidean" "bubble" "0"
"663" "3" "2" "2" "sumofsquares" "gaussian" "1"
"664" "6" "3" "4.58257569495584" "euclidean" "gaussian" "0"
"665" "6" "3" "3.46410161513775" "sumofsquares" "bubble" "0"
"666" "5" "3" "3.5374083394519" "sumofsquares" "bubble" "1"
"667" "7" "4" "0" "sumofsquares" "bubble" "1"
"668" "6" "3" "2.64575131106459" "sumofsquares" "bubble" "1"
"669" "3" "2" "1" "euclidean" "bubble" "0"
"670" "7" "4" "1.71232468063253" "sumofsquares" "bubble" "1"
"671" "7" "3" "4.58257569495584" "euclidean" "gaussian" "1"
"672" "3" "2" "1" "sumofsquares" "bubble" "0"
"673" "6" "3" "2.64575131106459" "euclidean" "gaussian" "0"
"674" "5" "3" "1.73205080756888" "sumofsquares" "gaussian" "0"
"675" "6" "3" "1" "euclidean" "gaussian" "1"
"676" "5" "2" "1" "manhattan" "gaussian" "1"
"677" "7" "4" "1" "sumofsquares" "gaussian" "1"
"678" "5" "3" "1.73205080756888" "sumofsquares" "gaussian" "0"
"679" "5" "3" "1" "euclidean" "gaussian" "0"
"680" "6" "3" "2.64575131106459" "euclidean" "gaussian" "1"
"681" "4" "2" "2" "sumofsquares" "gaussian" "1"
"682" "6" "3" "3" "manhattan" "gaussian" "0"
"683" "4" "2" "2.64575131106459" "euclidean" "bubble" "1"
"684" "5" "2" "1.73205080756888" "manhattan" "bubble" "1"
"685" "6" "3" "2.64575131106459" "manhattan" "gaussian" "1"
"686" "4" "2" "2" "euclidean" "gaussian" "1"
"687" "5" "3" "1.73205080756888" "sumofsquares" "bubble" "1"
"688" "5" "3" "2" "sumofsquares" "bubble" "0"
"689" "6" "3" "2" "sumofsquares" "gaussian" "0"
"690" "6" "3" "5.29150262212918" "manhattan" "bubble" "1"
"691" "5" "3" "2" "sumofsquares" "gaussian" "0"
"692" "4" "2" "2.75076586232386" "manhattan" "gaussian" "1"
"693" "6" "3" "1.73205080756888" "euclidean" "gaussian" "1"
"694" "5" "3" "1" "euclidean" "bubble" "0"
"695" "4" "2" "1.73205080756888" "euclidean" "bubble" "1"
"696" "3" "2" "0" "euclidean" "gaussian" "1"
"697" "7" "3" "1" "sumofsquares" "bubble" "1"
"698" "6" "3" "2.64575131106459" "euclidean" "gaussian" "1"
"699" "5" "3" "1" "sumofsquares" "gaussian" "1"
"700" "3" "2" "1" "sumofsquares" "gaussian" "0"
"701" "5" "2" "0" "manhattan" "bubble" "0"
"702" "6" "3" "2" "sumofsquares" "bubble" "1"
"703" "5" "3" "4.35889894354067" "sumofsquares" "gaussian" "0"
"704" "7" "4" "3.60555127546399" "euclidean" "bubble" "0"
"705" "3" "2" "1" "euclidean" "gaussian" "0"
"706" "3" "2" "1" "sumofsquares" "gaussian" "1"
"707" "5" "3" "2" "manhattan" "gaussian" "0"
"708" "6" "3" "5.24409114400435" "manhattan" "gaussian" "1"
"709" "6" "3" "1.73205080756888" "manhattan" "gaussian" "0"
"710" "5" "3" "3.60555127546399" "sumofsquares" "bubble" "1"
"711" "6" "3" "2" "euclidean" "bubble" "0"
"712" "4" "2" "1.73205080756888" "euclidean" "gaussian" "0"
"713" "5" "2" "0" "manhattan" "gaussian" "1"
"714" "4" "2" "0" "sumofsquares" "bubble" "1"
"715" "5" "3" "1" "manhattan" "gaussian" "0"
"716" "6" "3" "2.64575131106459" "manhattan" "bubble" "0"
"717" "6" "3" "3.46410161513775" "manhattan" "gaussian" "0"
"718" "6" "3" "2" "euclidean" "gaussian" "0"
"719" "4" "2" "1" "euclidean" "bubble" "1"
"720" "6" "3" "1" "sumofsquares" "gaussian" "1"
"721" "6" "3" "2.64575131106459" "euclidean" "bubble" "1"
"722" "3" "2" "1" "euclidean" "bubble" "1"
"723" "6" "3" "2" "sumofsquares" "bubble" "1"
"724" "5" "3" "3.46410161513775" "manhattan" "gaussian" "1"
"725" "3" "1" "0.520073479041457" "euclidean" "gaussian" "1"
"726" "6" "3" "4" "manhattan" "gaussian" "0"
"727" "6" "3" "0" "euclidean" "gaussian" "0"
"728" "5" "3" "0" "manhattan" "bubble" "0"
"729" "6" "3" "1" "euclidean" "bubble" "1"
"730" "3" "2" "1.86817228664406" "manhattan" "bubble" "0"
"731" "4" "2" "0" "manhattan" "bubble" "0"
"732" "6" "3" "1.73205080756888" "manhattan" "gaussian" "1"
"733" "5" "3" "3.46410161513775" "euclidean" "gaussian" "1"
"734" "3" "2" "1.9970490552575" "euclidean" "gaussian" "0"
"735" "3" "2" "0" "euclidean" "gaussian" "0"
"736" "7" "3" "3.60555127546399" "sumofsquares" "gaussian" "0"
"737" "7" "4" "2.64575131106459" "manhattan" "gaussian" "0"
"738" "5" "2" "1" "euclidean" "gaussian" "0"
"739" "7" "4" "1.73205080756888" "euclidean" "bubble" "1"
"740" "3" "2" "1.73205080756888" "manhattan" "gaussian" "0"
"741" "5" "3" "3.46410161513775" "sumofsquares" "bubble" "1"
"742" "6" "3" "2" "euclidean" "gaussian" "0"
"743" "6" "3" "1" "euclidean" "bubble" "0"
"744" "7" "4" "3" "euclidean" "bubble" "0"
"745" "3" "2" "1" "manhattan" "gaussian" "0"
"746" "4" "2" "3.60555127546399" "manhattan" "gaussian" "0"
"747" "7" "4" "4.58257569495584" "manhattan" "gaussian" "1"
"748" "4" "2" "3" "sumofsquares" "bubble" "0"
"749" "6" "3" "3.25126288119417" "manhattan" "bubble" "0"
"750" "6" "3" "3.60555127546399" "manhattan" "bubble" "0"
"751" "5" "3" "2" "manhattan" "bubble" "1"
"752" "4" "2" "1" "euclidean" "gaussian" "0"
"753" "5" "3" "1.936838512962" "euclidean" "gaussian" "1"
"754" "6" "3" "3.60555127546399" "sumofsquares" "gaussian" "1"
"755" "4" "2" "0" "manhattan" "gaussian" "0"
"756" "3" "1" "1" "sumofsquares" "bubble" "0"
"757" "5" "3" "2" "sumofsquares" "bubble" "0"
"758" "3" "2" "2" "euclidean" "gaussian" "0"
"759" "6" "3" "1" "manhattan" "bubble" "0"
"760" "5" "3" "0" "euclidean" "gaussian" "0"
"761" "5" "3" "2" "sumofsquares" "bubble" "1"
"762" "7" "4" "6.2449979983984" "euclidean" "bubble" "1"
"763" "6" "3" "2" "euclidean" "bubble" "0"
"764" "5" "2" "2" "sumofsquares" "gaussian" "0"
"765" "4" "2" "2" "manhattan" "gaussian" "0"
"766" "7" "3" "1.73205080756888" "euclidean" "bubble" "0"
"767" "5" "2" "4.38772972617001" "manhattan" "bubble" "0"
"768" "6" "3" "2" "sumofsquares" "bubble" "0"
"769" "4" "2" "0" "sumofsquares" "gaussian" "0"
"770" "7" "4" "1" "manhattan" "bubble" "0"
"771" "4" "2" "1" "manhattan" "gaussian" "1"
"772" "4" "2" "0" "sumofsquares" "bubble" "1"
"773" "4" "2" "3" "euclidean" "bubble" "0"
"774" "4" "2" "1" "euclidean" "bubble" "1"
"775" "6" "3" "2" "euclidean" "bubble" "1"
"776" "5" "3" "2.64575131106459" "sumofsquares" "gaussian" "0"
"777" "5" "2" "3.17029113861525" "sumofsquares" "bubble" "0"
"778" "6" "3" "0" "euclidean" "bubble" "1"
"779" "6" "3" "0" "sumofsquares" "gaussian" "0"
"780" "6" "3" "2.64575131106459" "manhattan" "gaussian" "0"
"781" "6" "3" "1" "sumofsquares" "gaussian" "1"
"782" "7" "4" "2.64575131106459" "euclidean" "bubble" "0"
"783" "4" "2" "1" "euclidean" "bubble" "1"
"784" "6" "3" "4" "sumofsquares" "bubble" "0"
"785" "4" "2" "1" "sumofsquares" "bubble" "1"
"786" "5" "3" "1.73205080756888" "sumofsquares" "gaussian" "0"
"787" "6" "3" "1" "manhattan" "bubble" "1"
"788" "5" "3" "1" "manhattan" "gaussian" "1"
"789" "5" "3" "1" "manhattan" "gaussian" "1"
"790" "6" "3" "1" "euclidean" "gaussian" "0"
"791" "4" "2" "1.73205080756888" "manhattan" "bubble" "1"
"792" "7" "3" "0" "sumofsquares" "bubble" "0"
"793" "6" "3" "1" "sumofsquares" "gaussian" "0"
"794" "6" "3" "5.29150262212918" "euclidean" "gaussian" "0"
"795" "6" "3" "1" "euclidean" "bubble" "0"
"796" "7" "3" "3.60555127546399" "euclidean" "gaussian" "0"
"797" "3" "2" "1" "manhattan" "gaussian" "0"
"798" "5" "3" "3.46410161513775" "euclidean" "bubble" "1"
"799" "6" "3" "4.35889894354067" "sumofsquares" "bubble" "1"
"800" "6" "3" "4" "euclidean" "gaussian" "0"
"801" "4" "2" "1" "manhattan" "bubble" "0"
"802" "5" "3" "4" "sumofsquares" "gaussian" "0"
"803" "4" "2" "0" "euclidean" "bubble" "1"
"804" "7" "3" "6" "euclidean" "bubble" "1"
"805" "4" "2" "1" "euclidean" "gaussian" "0"
"806" "7" "4" "1" "euclidean" "gaussian" "0"
"807" "6" "3" "0.802043435163796" "manhattan" "gaussian" "1"
"808" "3" "2" "1.73205080756888" "euclidean" "bubble" "0"
"809" "5" "3" "1" "euclidean" "bubble" "1"
"810" "4" "2" "2" "sumofsquares" "bubble" "0"
"811" "7" "4" "3" "euclidean" "bubble" "1"
"812" "6" "3" "1" "sumofsquares" "bubble" "1"
"813" "4" "2" "1" "euclidean" "bubble" "1"
"814" "6" "3" "1" "sumofsquares" "gaussian" "1"
"815" "7" "4" "2.64575131106459" "manhattan" "gaussian" "0"
"816" "5" "3" "1.73205080756888" "euclidean" "gaussian" "0"
"817" "3" "2" "0" "manhattan" "bubble" "0"
"818" "5" "3" "0" "manhattan" "bubble" "1"
"819" "6" "3" "1" "euclidean" "gaussian" "0"
"820" "6" "3" "1" "sumofsquares" "bubble" "0"
"821" "6" "3" "1" "euclidean" "gaussian" "0"
"822" "3" "2" "2" "sumofsquares" "bubble" "0"
"823" "3" "1" "0" "euclidean" "gaussian" "1"
"824" "5" "3" "2" "manhattan" "bubble" "1"
"825" "6" "3" "4.58257569495584" "manhattan" "gaussian" "1"
"826" "4" "2" "0" "sumofsquares" "bubble" "0"
"827" "3" "2" "1" "manhattan" "bubble" "0"
"828" "5" "3" "0" "sumofsquares" "gaussian" "0"
"829" "7" "3" "2.64575131106459" "sumofsquares" "bubble" "1"
"830" "5" "2" "1" "sumofsquares" "gaussian" "0"
"831" "6" "3" "2.64575131106459" "manhattan" "bubble" "0"
"832" "6" "3" "1" "manhattan" "bubble" "1"
"833" "5" "3" "2.64575131106459" "manhattan" "bubble" "0"
"834" "6" "3" "1" "sumofsquares" "bubble" "0"
"835" "6" "3" "2" "euclidean" "bubble" "0"
"836" "6" "3" "2.64575131106459" "euclidean" "gaussian" "1"
"837" "6" "3" "4" "manhattan" "gaussian" "0"
"838" "5" "3" "3" "sumofsquares" "bubble" "0"
"839" "3" "2" "1" "manhattan" "gaussian" "0"
"840" "3" "2" "2.64575131106459" "euclidean" "bubble" "1"
"841" "6" "3" "1.73205080756888" "euclidean" "bubble" "0"
"842" "6" "3" "3.60555127546399" "euclidean" "bubble" "0"
"843" "5" "3" "1.73205080756888" "manhattan" "bubble" "1"
"844" "6" "3" "1" "manhattan" "gaussian" "0"
"845" "3" "2" "0.83507189177908" "euclidean" "gaussian" "0"
"846" "4" "2" "3" "euclidean" "bubble" "0"
"847" "3" "2" "1" "euclidean" "gaussian" "1"
"848" "3" "2" "0" "euclidean" "bubble" "1"
"849" "3" "2" "1" "manhattan" "gaussian" "1"
"850" "4" "2" "1" "euclidean" "bubble" "0"
"851" "4" "2" "1" "sumofsquares" "gaussian" "0"
"852" "5" "3" "1.73205080756888" "euclidean" "bubble" "1"
"853" "7" "4" "2.64575131106459" "sumofsquares" "gaussian" "0"
"854" "7" "3" "2" "euclidean" "bubble" "0"
"855" "6" "3" "1.73205080756888" "sumofsquares" "gaussian" "1"
"856" "5" "3" "0" "euclidean" "bubble" "1"
"857" "3" "2" "1" "euclidean" "gaussian" "0"
"858" "4" "2" "3" "euclidean" "bubble" "0"
"859" "3" "2" "1" "sumofsquares" "bubble" "1"
"860" "7" "4" "3" "sumofsquares" "bubble" "0"
"861" "6" "3" "2.64575131106459" "euclidean" "bubble" "0"
"862" "3" "1" "1" "manhattan" "bubble" "1"
"863" "5" "3" "3" "manhattan" "bubble" "1"
"864" "7" "4" "1.73205080756888" "sumofsquares" "gaussian" "0"
"865" "6" "3" "3" "euclidean" "bubble" "0"
"866" "6" "3" "1" "sumofsquares" "bubble" "1"
"867" "6" "3" "4.35889894354067" "euclidean" "bubble" "1"
"868" "5" "2" "1.42381724253541" "euclidean" "bubble" "1"
"869" "6" "3" "4" "euclidean" "bubble" "0"
"870" "7" "4" "5" "sumofsquares" "gaussian" "0"
"871" "6" "3" "5.29150262212918" "euclidean" "bubble" "1"
"872" "5" "3" "1" "euclidean" "gaussian" "0"
"873" "3" "2" "2" "euclidean" "bubble" "0"
"874" "7" "3" "2" "manhattan" "bubble" "0"
"875" "6" "3" "2.64575131106459" "sumofsquares" "gaussian" "0"
"876" "7" "3" "2.64575131106459" "manhattan" "gaussian" "1"
"877" "4" "2" "1" "manhattan" "bubble" "1"
"878" "6" "3" "2.64575131106459" "manhattan" "gaussian" "1"
"879" "5" "3" "1" "manhattan" "bubble" "0"
"880" "6" "3" "2.64575131106459" "manhattan" "gaussian" "1"
"881" "5" "3" "0" "euclidean" "gaussian" "0"
"882" "6" "3" "2.64575131106459" "manhattan" "bubble" "1"
"883" "7" "3" "1" "manhattan" "bubble" "1"
"884" "5" "3" "2.64575131106459" "euclidean" "bubble" "0"
"885" "6" "3" "1.73205080756888" "euclidean" "gaussian" "1"
"886" "6" "3" "1" "manhattan" "bubble" "0"
"887" "5" "3" "1" "manhattan" "bubble" "1"
"888" "6" "3" "1" "sumofsquares" "bubble" "0"
"889" "7" "3" "2.64575131106459" "euclidean" "bubble" "1"
"890" "6" "3" "1.73205080756888" "sumofsquares" "bubble" "1"
"891" "4" "2" "1" "euclidean" "gaussian" "0"
"892" "7" "4" "4.35889894354067" "sumofsquares" "gaussian" "0"
"893" "4" "2" "1" "euclidean" "gaussian" "1"
"894" "4" "2" "0" "manhattan" "bubble" "0"
"895" "4" "2" "1" "euclidean" "bubble" "1"
"896" "5" "2" "1" "euclidean" "bubble" "1"
"897" "4" "2" "0" "manhattan" "bubble" "1"
"898" "6" "3" "1" "sumofsquares" "gaussian" "0"
"899" "6" "3" "1" "euclidean" "bubble" "0"
"900" "3" "1" "0.58098803833127" "euclidean" "bubble" "1"
"901" "7" "4" "1" "euclidean" "bubble" "0"
"902" "7" "4" "0" "euclidean" "bubble" "0"
"903" "7" "3" "2.64575131106459" "sumofsquares" "bubble" "0"
"904" "3" "2" "1" "manhattan" "bubble" "1"
"905" "7" "3" "3.60555127546399" "manhattan" "gaussian" "0"
"906" "6" "3" "1.73205080756888" "sumofsquares" "gaussian" "0"
"907" "3" "2" "1.73205080756888" "manhattan" "bubble" "1"
"908" "3" "1" "2" "manhattan" "bubble" "1"
"909" "5" "3" "3" "sumofsquares" "bubble" "0"
