"radius" "n_nodes" "distance_fnc" "neighbor_fnc" "toroidal"
"476" 0.24314904701896 17 "euclidean" "gaussian" 0
"477" 0.859168784227222 18 "manhattan" "bubble" 1
"478" 0.0506623496767133 5 "sumofsquares" "gaussian" 1
"479" 0.964876035228372 25 "sumofsquares" "gaussian" 1
"480" 0.560426505049691 14 "manhattan" "gaussian" 1
"481" 0.587244815193117 12 "euclidean" "bubble" 0
"482" 0.477740835398436 21 "manhattan" "gaussian" 1
"483" 0.610713525209576 14 "euclidean" "gaussian" 0
"484" 0.0845784056000412 14 "sumofsquares" "bubble" 1
"485" 0.0222672615200281 9 "sumofsquares" "gaussian" 1
"486" 0.275329208234325 20 "sumofsquares" "gaussian" 0
"487" 0.736760408384725 15 "sumofsquares" "bubble" 1
"488" 0.408885742770508 12 "sumofsquares" "bubble" 0
"489" 0.61109499912709 18 "manhattan" "bubble" 0
"490" 0.473717009648681 19 "sumofsquares" "gaussian" 1
"491" 0.623707440914586 15 "manhattan" "gaussian" 1
"492" 0.084909149678424 19 "sumofsquares" "bubble" 1
"493" 0.42409787978977 12 "manhattan" "gaussian" 0
"494" 0.0687290646601468 20 "manhattan" "gaussian" 1
"495" 0.924847633112222 25 "manhattan" "gaussian" 1
"496" 0.337100570322946 20 "manhattan" "gaussian" 0
"497" 0.714897732250392 22 "sumofsquares" "gaussian" 0
"498" 0.641694021876901 10 "manhattan" "bubble" 0
"499" 0.455185489030555 4 "sumofsquares" "gaussian" 1
"500" 0.761256545316428 6 "sumofsquares" "gaussian" 0
"501" 0.694077931344509 20 "sumofsquares" "bubble" 0
"502" 0.772923977579921 18 "euclidean" "gaussian" 1
"503" 0.710204077651724 8 "manhattan" "gaussian" 1
"504" 0.715569804655388 11 "euclidean" "gaussian" 0
"505" 0.461156830657274 24 "manhattan" "gaussian" 0
"506" 0.317087755072862 19 "euclidean" "gaussian" 1
"507" 0.836516401264817 8 "euclidean" "gaussian" 0
"508" 0.872199360048398 10 "sumofsquares" "gaussian" 0
"509" 0.608695612987503 24 "sumofsquares" "gaussian" 0
"510" 0.69746430683881 20 "manhattan" "bubble" 0
"511" 0.605895132059231 19 "sumofsquares" "gaussian" 1
"512" 0.919657150283456 18 "manhattan" "bubble" 1
"513" 0.932273539947346 11 "euclidean" "gaussian" 1
"514" 0.849853796651587 12 "manhattan" "bubble" 1
"515" 0.155910024885088 13 "manhattan" "gaussian" 1
"516" 0.713360675610602 24 "manhattan" "bubble" 1
"517" 0.567975835641846 7 "manhattan" "bubble" 0
"518" 0.0487983741331846 20 "manhattan" "gaussian" 0
"519" 0.175581040326506 9 "euclidean" "gaussian" 0
"520" 0.833297443110496 17 "euclidean" "gaussian" 0
"521" 0.00219270796515048 18 "sumofsquares" "gaussian" 0
"522" 0.127632674761117 4 "manhattan" "gaussian" 0
"523" 0.00388224748894572 12 "sumofsquares" "gaussian" 1
"524" 0.879938300698996 14 "manhattan" "gaussian" 1
"525" 0.608856709906831 16 "euclidean" "gaussian" 0
"526" 0.0887382044456899 21 "sumofsquares" "gaussian" 0
"527" 0.295560450758785 9 "manhattan" "gaussian" 0
"528" 0.847409024834633 13 "sumofsquares" "gaussian" 0
"529" 0.651070496067405 18 "manhattan" "bubble" 0
"530" 0.28070230782032 11 "sumofsquares" "gaussian" 0
"531" 0.871793113416061 23 "manhattan" "bubble" 1
"532" 0.677877522772178 24 "sumofsquares" "bubble" 0
"533" 0.898253658320755 6 "manhattan" "gaussian" 0
"534" 0.297512610210106 19 "euclidean" "bubble" 1
"535" 0.722384181804955 18 "euclidean" "gaussian" 1
"536" 0.108114868402481 22 "manhattan" "bubble" 0
"537" 0.918796343030408 19 "euclidean" "gaussian" 0
"538" 0.715861649485305 8 "euclidean" "gaussian" 0
"539" 0.673459887737408 18 "manhattan" "gaussian" 0
"540" 0.763417899375781 19 "sumofsquares" "bubble" 1
"541" 0.949948046822101 12 "sumofsquares" "gaussian" 1
"542" 0.11647302354686 14 "sumofsquares" "gaussian" 0
"543" 0.112562790513039 7 "sumofsquares" "gaussian" 1
"544" 0.876482827356085 25 "sumofsquares" "gaussian" 0
"545" 0.13230097759515 24 "manhattan" "bubble" 0
"546" 0.0526808372233063 12 "manhattan" "gaussian" 0
"547" 0.98080500587821 5 "sumofsquares" "bubble" 1
"548" 0.749420657055452 7 "manhattan" "bubble" 1
"549" 0.0349219480995089 11 "euclidean" "gaussian" 1
"550" 0.286984482081607 6 "euclidean" "gaussian" 1
"551" 0.908016274450347 10 "manhattan" "gaussian" 1
"552" 0.355627170065418 16 "manhattan" "gaussian" 1
"553" 0.914768260437995 25 "sumofsquares" "gaussian" 1
"554" 0.704399603884667 7 "sumofsquares" "gaussian" 1
"555" 0.480629433644935 13 "euclidean" "gaussian" 0
"556" 0.124068479519337 11 "manhattan" "bubble" 0
"557" 0.263880955521017 7 "manhattan" "gaussian" 0
"558" 0.950523420004174 16 "manhattan" "gaussian" 1
"559" 0.759392468258739 11 "manhattan" "gaussian" 0
"560" 0.308206183603033 18 "manhattan" "gaussian" 1
"561" 0.801246136426926 13 "euclidean" "bubble" 0
"562" 0.443208601558581 5 "euclidean" "gaussian" 1
"563" 0.471431834157556 20 "euclidean" "bubble" 0
"564" 0.64402572135441 24 "sumofsquares" "bubble" 1
"565" 0.82540289266035 5 "sumofsquares" "bubble" 1
"566" 0.0937431855127215 7 "manhattan" "bubble" 0
"567" 0.231922166887671 5 "manhattan" "bubble" 1
"568" 0.295633596135303 17 "manhattan" "gaussian" 0
"569" 0.307789782760665 24 "sumofsquares" "bubble" 0
"570" 0.931342827389017 9 "manhattan" "bubble" 0
"571" 0.579839935759082 20 "sumofsquares" "gaussian" 1
"572" 0.108668826753274 17 "euclidean" "gaussian" 0
"573" 0.102290840586647 20 "sumofsquares" "bubble" 1
"574" 0.654629533644766 10 "manhattan" "bubble" 0
"575" 0.957510057138279 25 "sumofsquares" "bubble" 0
"576" 0.64266587421298 10 "euclidean" "bubble" 1
"577" 0.497112788725644 14 "sumofsquares" "gaussian" 0
"578" 0.540085002314299 15 "sumofsquares" "bubble" 0
"579" 0.782715637236834 14 "euclidean" "gaussian" 1
"580" 0.593173891538754 19 "sumofsquares" "bubble" 0
"581" 0.542064036941156 9 "euclidean" "gaussian" 1
"582" 0.886790786869824 22 "sumofsquares" "bubble" 1
"583" 0.65878887870349 14 "euclidean" "gaussian" 1
"584" 0.810984978917986 24 "manhattan" "gaussian" 1
"585" 0.185014417394996 23 "manhattan" "bubble" 0
"586" 0.463330392260104 16 "manhattan" "bubble" 0
"587" 0.0178068687673658 20 "sumofsquares" "gaussian" 0
"588" 0.758167609572411 23 "manhattan" "gaussian" 0
"589" 0.577108786907047 13 "manhattan" "gaussian" 0
"590" 0.828967133304104 16 "manhattan" "bubble" 0
"591" 0.610112635884434 21 "sumofsquares" "gaussian" 0
"592" 0.448147747432813 22 "sumofsquares" "gaussian" 0
"593" 0.467167533002794 9 "euclidean" "gaussian" 0
"594" 0.029744035564363 22 "euclidean" "gaussian" 0
"595" 0.591966513777152 7 "sumofsquares" "gaussian" 1
"596" 0.15623265504837 6 "sumofsquares" "gaussian" 1
"597" 0.110641951905563 5 "manhattan" "bubble" 0
"598" 0.3116937703453 16 "euclidean" "bubble" 0
"599" 0.868143846746534 17 "euclidean" "gaussian" 0
"600" 0.616190856322646 17 "sumofsquares" "gaussian" 1
"601" 0.279091668082401 13 "manhattan" "gaussian" 1
"602" 0.521633728872985 22 "euclidean" "bubble" 1
"603" 0.39866977953352 24 "manhattan" "gaussian" 1
"604" 0.105458418140188 8 "sumofsquares" "bubble" 0
"605" 0.654950546333566 23 "manhattan" "gaussian" 0
"606" 0.572418187279254 17 "euclidean" "gaussian" 1
"607" 0.417120537022129 9 "euclidean" "gaussian" 0
"608" 0.465119257336482 19 "manhattan" "bubble" 1
"609" 0.742208882467821 18 "sumofsquares" "gaussian" 0
"610" 0.541224511805922 17 "sumofsquares" "bubble" 1
"611" 0.115139021771029 12 "manhattan" "gaussian" 1
"612" 0.654297571862116 25 "manhattan" "gaussian" 0
"613" 0.674061482772231 5 "euclidean" "gaussian" 1
"614" 0.0405331770889461 10 "sumofsquares" "bubble" 1
"615" 0.889678459614515 18 "euclidean" "bubble" 1
"616" 0.410920451395214 9 "manhattan" "gaussian" 1
"617" 0.243883571121842 19 "manhattan" "bubble" 0
"618" 0.284908690256998 15 "sumofsquares" "gaussian" 0
"619" 0.267889324575663 14 "euclidean" "bubble" 1
"620" 0.0525438387412578 8 "sumofsquares" "bubble" 1
"621" 0.431020461255684 11 "manhattan" "gaussian" 0
"622" 0.584185631247237 21 "manhattan" "gaussian" 1
"623" 0.637990159215406 17 "manhattan" "bubble" 1
"624" 0.00378037127666175 5 "sumofsquares" "bubble" 0
"625" 0.238875358365476 18 "euclidean" "gaussian" 0
"626" 0.547966269543394 8 "sumofsquares" "gaussian" 1
"627" 0.946953724138439 6 "euclidean" "gaussian" 1
"628" 0.02881168294698 15 "manhattan" "bubble" 1
"629" 0.790718435775489 8 "manhattan" "gaussian" 0
"630" 0.656905112788081 11 "euclidean" "gaussian" 1
"631" 0.498026206158102 5 "sumofsquares" "bubble" 0
"632" 0.599798002513126 10 "sumofsquares" "gaussian" 0
"633" 0.183929628459737 10 "manhattan" "bubble" 1
"634" 0.0173064882401377 5 "manhattan" "bubble" 0
"635" 0.893091372679919 18 "euclidean" "bubble" 1
"636" 0.788892995333299 20 "manhattan" "bubble" 1
"637" 0.893244014587253 9 "manhattan" "gaussian" 1
"638" 0.380805865628645 10 "sumofsquares" "gaussian" 0
"639" 0.709022902883589 24 "manhattan" "bubble" 0
"640" 0.766102969646454 18 "sumofsquares" "bubble" 1
"641" 0.0586887847166508 24 "manhattan" "gaussian" 1
"642" 0.508784954203293 11 "sumofsquares" "bubble" 0
"643" 0.835866546491161 20 "manhattan" "gaussian" 1
"644" 0.935220063431188 20 "manhattan" "bubble" 1
"645" 0.927108329953626 7 "euclidean" "bubble" 1
"646" 0.497240226715803 16 "sumofsquares" "gaussian" 1
"647" 0.475275738863274 10 "manhattan" "bubble" 1
"648" 0.873200841248035 14 "manhattan" "gaussian" 1
"649" 0.322575769387186 20 "sumofsquares" "gaussian" 0
"650" 0.378752786433324 18 "manhattan" "gaussian" 0
"651" 0.983325224602595 24 "sumofsquares" "gaussian" 1
"652" 0.575472962344065 12 "sumofsquares" "gaussian" 0
"653" 0.353697642451152 19 "sumofsquares" "bubble" 0
"654" 0.641189123271033 12 "euclidean" "gaussian" 0
"655" 0.775831732433289 14 "euclidean" "gaussian" 0
"656" 0.319160097045824 14 "euclidean" "gaussian" 1
"657" 0.459758604411036 15 "manhattan" "gaussian" 1
"658" 0.922182342968881 9 "euclidean" "bubble" 1
"659" 0.503175940364599 20 "manhattan" "gaussian" 0
"660" 0.0943042268045247 21 "euclidean" "bubble" 0
"661" 0.562321459874511 8 "manhattan" "bubble" 1
"662" 0.000409043161198497 9 "euclidean" "bubble" 0
"663" 0.869961933465675 5 "sumofsquares" "gaussian" 1
"664" 0.954704108415172 18 "euclidean" "gaussian" 0
"665" 0.762094377307221 20 "sumofsquares" "bubble" 0
"666" 0.886242201318964 14 "sumofsquares" "bubble" 1
"667" 0.00141450972296298 24 "sumofsquares" "bubble" 1
"668" 0.5912355564069 22 "sumofsquares" "bubble" 1
"669" 0.327709740959108 6 "euclidean" "bubble" 0
"670" 0.196645023766905 25 "sumofsquares" "bubble" 1
"671" 0.868801853852347 23 "euclidean" "gaussian" 1
"672" 0.622719003818929 5 "sumofsquares" "bubble" 0
"673" 0.686450124951079 20 "euclidean" "gaussian" 0
"674" 0.338603895623237 15 "sumofsquares" "gaussian" 0
"675" 0.171895364532247 16 "euclidean" "gaussian" 1
"676" 0.153350571868941 11 "manhattan" "gaussian" 1
"677" 0.0996987847611308 24 "sumofsquares" "gaussian" 1
"678" 0.463761247927323 15 "sumofsquares" "gaussian" 0
"679" 0.15765689406544 15 "euclidean" "gaussian" 0
"680" 0.665916734142229 22 "euclidean" "gaussian" 1
"681" 0.801908759167418 10 "sumofsquares" "gaussian" 1
"682" 0.710867904825136 18 "manhattan" "gaussian" 0
"683" 0.888158159097657 10 "euclidean" "bubble" 1
"684" 0.568158010952175 11 "manhattan" "bubble" 1
"685" 0.633287125499919 20 "manhattan" "gaussian" 1
"686" 0.771092558046803 7 "euclidean" "gaussian" 1
"687" 0.338558567687869 15 "sumofsquares" "bubble" 1
"688" 0.615137409185991 12 "sumofsquares" "bubble" 0
"689" 0.446991950040683 19 "sumofsquares" "gaussian" 0
"690" 0.985141359036788 16 "manhattan" "bubble" 1
"691" 0.508960912236944 12 "sumofsquares" "gaussian" 0
"692" 0.909467349527404 10 "manhattan" "gaussian" 1
"693" 0.405017350800335 18 "euclidean" "gaussian" 1
"694" 0.298194442410022 13 "euclidean" "bubble" 0
"695" 0.571173834614456 7 "euclidean" "bubble" 1
"696" 0.0719581677112728 5 "euclidean" "gaussian" 1
"697" 0.105807142332196 23 "sumofsquares" "bubble" 1
"698" 0.639693284174427 18 "euclidean" "gaussian" 1
"699" 0.213129323674366 13 "sumofsquares" "gaussian" 1
"700" 0.524355121422559 6 "sumofsquares" "gaussian" 0
"701" 0.0611904182005674 11 "manhattan" "bubble" 0
"702" 0.508786401711404 21 "sumofsquares" "bubble" 1
"703" 0.979585291119292 14 "sumofsquares" "gaussian" 0
"704" 0.731380748329684 25 "euclidean" "bubble" 0
"705" 0.251895641209558 6 "euclidean" "gaussian" 0
"706" 0.622411867370829 6 "sumofsquares" "gaussian" 1
"707" 0.535582148935646 13 "manhattan" "gaussian" 0
"708" 0.977824628120288 19 "manhattan" "gaussian" 1
"709" 0.416897242423147 19 "manhattan" "gaussian" 0
"710" 0.899571767775342 15 "sumofsquares" "bubble" 1
"711" 0.449195386376232 19 "euclidean" "bubble" 0
"712" 0.623078051488847 10 "euclidean" "gaussian" 0
"713" 0.0729180492926389 11 "manhattan" "gaussian" 1
"714" 0.0705380216240883 9 "sumofsquares" "bubble" 1
"715" 0.081654128851369 12 "manhattan" "gaussian" 0
"716" 0.639206077437848 19 "manhattan" "bubble" 0
"717" 0.768729654839262 19 "manhattan" "gaussian" 0
"718" 0.437136407010257 16 "euclidean" "gaussian" 0
"719" 0.365264697931707 10 "euclidean" "bubble" 1
"720" 0.239626468392089 19 "sumofsquares" "gaussian" 1
"721" 0.659927491098642 22 "euclidean" "bubble" 1
"722" 0.228672594763339 6 "euclidean" "bubble" 1
"723" 0.476736097596586 16 "sumofsquares" "bubble" 1
"724" 0.876400278648362 15 "manhattan" "gaussian" 1
"725" 0.315009184880182 4 "euclidean" "gaussian" 1
"726" 0.870293406303972 22 "manhattan" "gaussian" 0
"727" 0.0425086473114789 19 "euclidean" "gaussian" 0
"728" 0.00623710313811898 13 "manhattan" "bubble" 0
"729" 0.275491395033896 18 "euclidean" "bubble" 1
"730" 0.843086065026 6 "manhattan" "bubble" 0
"731" 0.0777422087267041 10 "manhattan" "bubble" 0
"732" 0.337583331158385 20 "manhattan" "gaussian" 1
"733" 0.859336960827932 14 "euclidean" "gaussian" 1
"734" 0.856828197836876 5 "euclidean" "gaussian" 0
"735" 0.0266023264266551 6 "euclidean" "gaussian" 0
"736" 0.739915556274354 23 "sumofsquares" "gaussian" 0
"737" 0.568197332089767 24 "manhattan" "gaussian" 0
"738" 0.367738442495465 11 "euclidean" "gaussian" 0
"739" 0.248455013148487 24 "euclidean" "bubble" 1
"740" 0.691714962245896 6 "manhattan" "gaussian" 0
"741" 0.865417085587978 13 "sumofsquares" "bubble" 1
"742" 0.492967154365033 17 "euclidean" "gaussian" 0
"743" 0.238242219900712 20 "euclidean" "bubble" 0
"744" 0.63910438073799 25 "euclidean" "bubble" 0
"745" 0.566115259658545 5 "manhattan" "gaussian" 0
"746" 0.985394685296342 9 "manhattan" "gaussian" 0
"747" 0.861016964539886 24 "manhattan" "gaussian" 1
"748" 0.955052761826664 7 "sumofsquares" "bubble" 0
"749" 0.760190081316978 16 "manhattan" "bubble" 0
"750" 0.819752709474415 18 "manhattan" "bubble" 0
"751" 0.512248920276761 15 "manhattan" "bubble" 1
"752" 0.402891135541722 9 "euclidean" "gaussian" 0
"753" 0.503411955898628 13 "euclidean" "gaussian" 1
"754" 0.835987105732784 19 "sumofsquares" "gaussian" 1
"755" 0.0307126995176077 10 "manhattan" "gaussian" 0
"756" 0.429853367619216 4 "sumofsquares" "bubble" 0
"757" 0.628797837998718 12 "sumofsquares" "bubble" 0
"758" 0.897365226177499 6 "euclidean" "gaussian" 0
"759" 0.244857138255611 19 "manhattan" "bubble" 0
"760" 0.0501845583785325 13 "euclidean" "gaussian" 0
"761" 0.542039823252708 15 "sumofsquares" "bubble" 1
"762" 0.986364428186789 24 "euclidean" "bubble" 1
"763" 0.515443945303559 22 "euclidean" "bubble" 0
"764" 0.617727828677744 11 "sumofsquares" "gaussian" 0
"765" 0.713098910404369 9 "manhattan" "gaussian" 0
"766" 0.281540171708912 23 "euclidean" "bubble" 0
"767" 0.986520645907149 11 "manhattan" "bubble" 0
"768" 0.474352356046438 19 "sumofsquares" "bubble" 0
"769" 0.0844715717248619 8 "sumofsquares" "gaussian" 0
"770" 0.16200530086644 25 "manhattan" "bubble" 0
"771" 0.333850934170187 8 "manhattan" "gaussian" 1
"772" 0.0313830003142357 10 "sumofsquares" "bubble" 1
"773" 0.930873265722767 10 "euclidean" "bubble" 0
"774" 0.259515315759927 7 "euclidean" "bubble" 1
"775" 0.530292114941403 19 "euclidean" "bubble" 1
"776" 0.75299835880287 14 "sumofsquares" "gaussian" 0
"777" 0.881628451636061 11 "sumofsquares" "bubble" 0
"778" 0.0517408982850611 17 "euclidean" "bubble" 1
"779" 0.012047061463818 21 "sumofsquares" "gaussian" 0
"780" 0.646553123602644 20 "manhattan" "gaussian" 0
"781" 0.275199994444847 19 "sumofsquares" "gaussian" 1
"782" 0.531085104914382 25 "euclidean" "bubble" 0
"783" 0.254552446072921 9 "euclidean" "bubble" 1
"784" 0.882277782307938 18 "sumofsquares" "bubble" 0
"785" 0.244682260090485 9 "sumofsquares" "bubble" 1
"786" 0.460442404495552 13 "sumofsquares" "gaussian" 0
"787" 0.116152000147849 16 "manhattan" "bubble" 1
"788" 0.136231104144827 12 "manhattan" "gaussian" 1
"789" 0.25256262999028 13 "manhattan" "gaussian" 1
"790" 0.214178622933105 22 "euclidean" "gaussian" 0
"791" 0.600943109020591 9 "manhattan" "bubble" 1
"792" 0.0451125185936689 23 "sumofsquares" "bubble" 0
"793" 0.0628723721019924 17 "sumofsquares" "gaussian" 0
"794" 0.984117607120425 16 "euclidean" "gaussian" 0
"795" 0.132082991069183 16 "euclidean" "bubble" 0
"796" 0.768608139827847 23 "euclidean" "gaussian" 0
"797" 0.454792072298005 6 "manhattan" "gaussian" 0
"798" 0.862992165610194 13 "euclidean" "bubble" 1
"799" 0.909907814580947 21 "sumofsquares" "bubble" 1
"800" 0.891843047458678 16 "euclidean" "gaussian" 0
"801" 0.394504118012264 9 "manhattan" "bubble" 0
"802" 0.962217373540625 12 "sumofsquares" "gaussian" 0
"803" 0.00665509444661438 7 "euclidean" "bubble" 1
"804" 0.980821578297764 23 "euclidean" "bubble" 1
"805" 0.24089000094682 8 "euclidean" "gaussian" 0
"806" 0.153083017561585 24 "euclidean" "gaussian" 0
"807" 0.0551146855577826 17 "manhattan" "gaussian" 1
"808" 0.687582447193563 5 "euclidean" "bubble" 0
"809" 0.293702305993065 15 "euclidean" "bubble" 1
"810" 0.792295299004763 7 "sumofsquares" "bubble" 0
"811" 0.585017118602991 24 "euclidean" "bubble" 1
"812" 0.148045512381941 16 "sumofsquares" "bubble" 1
"813" 0.510189799591899 8 "euclidean" "bubble" 1
"814" 0.17501280317083 19 "sumofsquares" "gaussian" 1
"815" 0.506594123085961 25 "manhattan" "gaussian" 0
"816" 0.464632622431964 12 "euclidean" "gaussian" 0
"817" 0.103696089470759 5 "manhattan" "bubble" 0
"818" 0.00594559172168374 15 "manhattan" "bubble" 1
"819" 0.120740992715582 17 "euclidean" "gaussian" 0
"820" 0.0862021844368428 21 "sumofsquares" "bubble" 0
"821" 0.107423023786396 17 "euclidean" "gaussian" 0
"822" 0.928310455055907 6 "sumofsquares" "bubble" 0
"823" 0.0360544945579022 4 "euclidean" "gaussian" 1
"824" 0.529307615943253 15 "manhattan" "bubble" 1
"825" 0.940010011894628 21 "manhattan" "gaussian" 1
"826" 0.0310790275689214 10 "sumofsquares" "bubble" 0
"827" 0.510546601610258 5 "manhattan" "bubble" 0
"828" 0.0526934424415231 14 "sumofsquares" "gaussian" 0
"829" 0.50517617398873 23 "sumofsquares" "bubble" 1
"830" 0.240381738636643 11 "sumofsquares" "gaussian" 0
"831" 0.635050954762846 16 "manhattan" "bubble" 0
"832" 0.159002336673439 19 "manhattan" "bubble" 1
"833" 0.738310322165489 13 "manhattan" "bubble" 0
"834" 0.0690602564718574 20 "sumofsquares" "bubble" 0
"835" 0.510744400555268 16 "euclidean" "bubble" 0
"836" 0.660569955594838 19 "euclidean" "gaussian" 1
"837" 0.886944721918553 16 "manhattan" "gaussian" 0
"838" 0.81180917005986 15 "sumofsquares" "bubble" 0
"839" 0.366682878695428 5 "manhattan" "gaussian" 0
"840" 0.992404842283577 6 "euclidean" "bubble" 1
"841" 0.310845905216411 18 "euclidean" "bubble" 0
"842" 0.811178580624983 19 "euclidean" "bubble" 0
"843" 0.375953743467107 15 "manhattan" "bubble" 1
"844" 0.166287553729489 18 "manhattan" "gaussian" 0
"845" 0.166716339765117 6 "euclidean" "gaussian" 0
"846" 0.948928350582719 10 "euclidean" "bubble" 0
"847" 0.52520603989251 5 "euclidean" "gaussian" 1
"848" 0.0178265946451575 6 "euclidean" "bubble" 1
"849" 0.474173564929515 5 "manhattan" "gaussian" 1
"850" 0.189521777443588 10 "euclidean" "bubble" 0
"851" 0.298202858073637 8 "sumofsquares" "gaussian" 0
"852" 0.410544369136915 13 "euclidean" "bubble" 1
"853" 0.508326086914167 24 "sumofsquares" "gaussian" 0
"854" 0.443756706081331 23 "euclidean" "bubble" 0
"855" 0.303866524249315 16 "sumofsquares" "gaussian" 1
"856" 0.00220073363743722 15 "euclidean" "bubble" 1
"857" 0.411635686410591 6 "euclidean" "gaussian" 0
"858" 0.947220020228997 7 "euclidean" "bubble" 0
"859" 0.364094842225313 6 "sumofsquares" "bubble" 1
"860" 0.604969265405089 24 "sumofsquares" "bubble" 0
"861" 0.684286422096193 22 "euclidean" "bubble" 0
"862" 0.733260629232973 4 "manhattan" "bubble" 1
"863" 0.834015819942579 14 "manhattan" "bubble" 1
"864" 0.24624695116654 25 "sumofsquares" "gaussian" 0
"865" 0.742856333730742 22 "euclidean" "bubble" 0
"866" 0.0977587166707963 22 "sumofsquares" "bubble" 1
"867" 0.902496563503519 19 "euclidean" "bubble" 1
"868" 0.440191364847124 11 "euclidean" "bubble" 1
"869" 0.864896593848243 19 "euclidean" "bubble" 0
"870" 0.893214103765786 25 "sumofsquares" "gaussian" 0
"871" 0.981205202173442 21 "euclidean" "bubble" 1
"872" 0.252896833699197 12 "euclidean" "gaussian" 0
"873" 0.876556061441079 6 "euclidean" "bubble" 0
"874" 0.499960860004649 23 "manhattan" "bubble" 0
"875" 0.695561008527875 19 "sumofsquares" "gaussian" 0
"876" 0.619808385847136 23 "manhattan" "gaussian" 1
"877" 0.196673810249195 7 "manhattan" "bubble" 1
"878" 0.689025162253529 21 "manhattan" "gaussian" 1
"879" 0.0846317536197603 14 "manhattan" "bubble" 0
"880" 0.622634995961562 19 "manhattan" "gaussian" 1
"881" 0.00659370142966509 12 "euclidean" "gaussian" 0
"882" 0.574117662385106 17 "manhattan" "bubble" 1
"883" 0.117324891500175 23 "manhattan" "bubble" 1
"884" 0.765561962034553 13 "euclidean" "bubble" 0
"885" 0.312995999120176 16 "euclidean" "gaussian" 1
"886" 0.101566219935194 16 "manhattan" "bubble" 0
"887" 0.242989439284429 12 "manhattan" "bubble" 1
"888" 0.129577650455758 17 "sumofsquares" "bubble" 0
"889" 0.553387506632134 23 "euclidean" "bubble" 1
"890" 0.379100444028154 22 "sumofsquares" "bubble" 1
"891" 0.303018196718767 10 "euclidean" "gaussian" 0
"892" 0.817951714619994 24 "sumofsquares" "gaussian" 0
"893" 0.477798284729943 8 "euclidean" "gaussian" 1
"894" 0.0728809535503387 8 "manhattan" "bubble" 0
"895" 0.271891359239817 10 "euclidean" "bubble" 1
"896" 0.224886040436104 11 "euclidean" "bubble" 1
"897" 0.0695285215042531 10 "manhattan" "bubble" 1
"898" 0.238878354663029 19 "sumofsquares" "gaussian" 0
"899" 0.113404541043565 19 "euclidean" "bubble" 0
"900" 0.322623504791409 4 "euclidean" "bubble" 1
"901" 0.186524903867394 25 "euclidean" "bubble" 0
"902" 0.0102772805839777 25 "euclidean" "bubble" 0
"903" 0.552283326163888 23 "sumofsquares" "bubble" 0
"904" 0.452473667450249 5 "manhattan" "bubble" 1
"905" 0.777025685412809 23 "manhattan" "gaussian" 0
"906" 0.416101767681539 17 "sumofsquares" "gaussian" 0
"907" 0.783472696319222 6 "manhattan" "bubble" 1
"908" 0.8845475979615 4 "manhattan" "bubble" 1
"909" 0.834021946880966 15 "sumofsquares" "bubble" 0
"910" 0.745230989996344 8 "euclidean" "bubble" 0
"911" 0.4338050163351 25 "sumofsquares" "bubble" 0
"912" 0.297384980833158 7 "euclidean" "bubble" 1
"913" 0.715435749385506 5 "sumofsquares" "bubble" 1
"914" 0.0417585512623191 16 "euclidean" "bubble" 1
"915" 0.0773705802857876 24 "sumofsquares" "gaussian" 0
"916" 0.671579582383856 16 "manhattan" "bubble" 1
"917" 0.373558874707669 21 "sumofsquares" "bubble" 0
"918" 0.465605525532737 7 "sumofsquares" "bubble" 0
"919" 0.692147722002119 13 "sumofsquares" "bubble" 0
"920" 0.737952453317121 14 "euclidean" "bubble" 1
"921" 0.752104577375576 15 "euclidean" "bubble" 0
"922" 0.307518764166161 12 "manhattan" "bubble" 1
"923" 0.453484719851986 19 "euclidean" "bubble" 1
"924" 0.982532860711217 7 "sumofsquares" "gaussian" 1
"925" 0.673862409079447 14 "euclidean" "bubble" 0
"926" 0.412776760756969 16 "euclidean" "bubble" 1
"927" 0.275851909769699 23 "manhattan" "gaussian" 0
"928" 0.434332201257348 14 "euclidean" "gaussian" 0
"929" 0.157830189215019 24 "manhattan" "bubble" 1
"930" 0.373451618012041 9 "manhattan" "bubble" 1
"931" 0.78489222866483 14 "euclidean" "bubble" 0
"932" 0.0500336661934853 20 "euclidean" "bubble" 1
"933" 0.705697458703071 13 "manhattan" "bubble" 1
"934" 0.093205189332366 14 "euclidean" "gaussian" 1
"935" 0.412244740175083 6 "sumofsquares" "bubble" 0
"936" 0.963549583684653 19 "sumofsquares" "bubble" 1
"937" 0.425768692279235 5 "sumofsquares" "bubble" 0
"938" 0.67857881449163 15 "sumofsquares" "bubble" 0
"939" 0.721866639098153 10 "euclidean" "bubble" 0
"940" 0.788511674152687 23 "manhattan" "bubble" 0
"941" 0.0828663364518434 16 "sumofsquares" "bubble" 0
"942" 0.608102604048327 16 "manhattan" "bubble" 0
"943" 0.266353165265173 9 "euclidean" "gaussian" 0
"944" 0.00563875795342028 18 "sumofsquares" "bubble" 1
"945" 0.330481775803491 10 "euclidean" "bubble" 0
"946" 0.817297373199835 20 "euclidean" "bubble" 1
"947" 0.51033270265907 25 "euclidean" "bubble" 0
"948" 0.412325796671212 24 "sumofsquares" "bubble" 0
"949" 0.553897397359833 22 "manhattan" "bubble" 1
"950" 0.678215145599097 11 "euclidean" "bubble" 0
"951" 0.492849664064124 10 "euclidean" "bubble" 0
"952" 0.349692725809291 14 "sumofsquares" "bubble" 0
